iter	Logloss
271	0.3181372588
272	0.3177259418
273	0.3169857628
274	0.316441549
275	0.3160195669
276	0.3154437038
277	0.3153980947
278	0.3150154846
279	0.3144581538
280	0.3137345625
281	0.3130242
282	0.3126481801
283	0.3122368365
284	0.311670156
285	0.3113561858
286	0.3106898896
287	0.3103070511
288	0.3098247481
289	0.3096838439
290	0.3092463751
291	0.3088284747
292	0.3084851578
293	0.308051299
294	0.3076369854
295	0.3071538343
296	0.3067636446
297	0.3064576574
298	0.3060655217
299	0.3056042321
300	0.3052696158
301	0.3048466711
302	0.3041713033
303	0.3037753769
304	0.3032994281
305	0.3029130443
306	0.3023959282
307	0.3019567529
308	0.3017110806
309	0.301446184
310	0.3011709338
311	0.3006877839
312	0.3003242107
313	0.3000687585
314	0.2998464193
315	0.299409893
316	0.2992133134
317	0.2986326071
318	0.2980159935
319	0.2976402011
320	0.2972870278
321	0.2970159249
322	0.2962913924
323	0.2955580225
324	0.2947813377
325	0.2944722333
326	0.294148687
327	0.2935543589
328	0.2932307228
329	0.292750845
330	0.292491805
331	0.2920503976
332	0.2917860001
333	0.2915345663
334	0.291281071
335	0.2907592319
336	0.2904468271
337	0.2899993247
338	0.2894631042
339	0.2890529487
340	0.2885661715
341	0.2881146991
342	0.2877859519
343	0.2875261104
344	0.2872189871
345	0.2869635056
346	0.2865669505
347	0.2863104935
348	0.2860356931
349	0.2858116509
350	0.2854484238
351	0.285092648
352	0.2847499685
353	0.2841535638
354	0.2840320367
355	0.2836842445
356	0.2831449006
357	0.2826961612
358	0.2824593779
359	0.2818921618
360	0.2813418401
361	0.280987782
362	0.2806615391
363	0.2805276599
364	0.2800560576
365	0.2797354755
366	0.2793212701
367	0.278938444
368	0.2787885405
369	0.278499717
370	0.277945629
371	0.2775711068
372	0.2774681596
373	0.277197222
374	0.2769632207
375	0.2767007154
376	0.2761576752
377	0.2759557941
378	0.2756414497
379	0.2753160423
380	0.2749087403
381	0.2746090392
382	0.274282553
383	0.2740810583
384	0.2736944515
385	0.2735283795
386	0.273292714
387	0.2731628882
388	0.2730345858
389	0.2728055751
390	0.2722875166
391	0.2720812072
392	0.2717554067
393	0.2715228226
394	0.2712592553
395	0.2706418573
396	0.2702534453
397	0.2700602579
398	0.2698033339
399	0.2696458268
400	0.2692809656
401	0.268920382
402	0.268668347
403	0.2680812332
404	0.267470821
405	0.2672044735
406	0.2670010665
407	0.2667862314
408	0.2664022625
409	0.2662844014
410	0.2662286313
411	0.2660467122
412	0.2652987465
413	0.2646948402
414	0.2640334912
415	0.2634173128
416	0.2628470381
417	0.2625795958
418	0.2622430677
419	0.2620571449
420	0.2614845122
421	0.2613322243
422	0.2608606488
423	0.260537693
424	0.260225367
425	0.2598965589
426	0.2595476577
427	0.2593595823
428	0.2590896408
429	0.258852612
430	0.2586032384
431	0.2581755703
432	0.2579598513
433	0.2576542828
434	0.257369456
435	0.2571418761
436	0.2566913856
437	0.2564760256
438	0.2561991157
439	0.2561477659
440	0.2557432308
441	0.2553574699
442	0.2548796867
443	0.254630766
444	0.254245931
445	0.253632391
446	0.2533723172
447	0.2531744752
448	0.2528939352
449	0.252598056
450	0.2523162297
451	0.2520208849
452	0.2514682976
453	0.2512015464
454	0.2506030879
455	0.2503374485
456	0.2501811154
457	0.2498410558
458	0.2494582843
459	0.2491884206
460	0.2489631369
461	0.2485216361
462	0.2482088611
463	0.2479929922
464	0.2477947694
465	0.2470130414
466	0.2468984302
467	0.2465128783
468	0.2462332277
469	0.2461930748
470	0.2457221053
471	0.245294377
472	0.2447561098
473	0.2444681439
474	0.2442473412
475	0.2440572244
476	0.2438753268
477	0.2436395258
478	0.2433975432
479	0.2430004347
480	0.242855821
481	0.2424428625
482	0.242050774
483	0.2417455464
484	0.241542334
485	0.2412518513
486	0.2410123892
487	0.2407671106
488	0.2400696337
489	0.2397397348
490	0.2393111695
491	0.2387327703
492	0.2383455108
493	0.2380518589
494	0.2378479675
495	0.2375698339
496	0.2372256265
497	0.2371157208
498	0.2368997581
499	0.2367449861
500	0.2360724987
501	0.2358508669
502	0.2353921968
503	0.2350805816
504	0.2347742214
505	0.2345317559
506	0.2338256174
507	0.2335304836
508	0.2333386359
509	0.2329707833
510	0.2326649013
511	0.2324818211
512	0.2320809048
513	0.2318536307
514	0.23165373
515	0.2315178388
516	0.2310461047
517	0.2305658236
518	0.2303501503
519	0.2301611944
520	0.2299717655
521	0.2295334649
522	0.2290764069
523	0.2288716354
524	0.2284489705
525	0.228141265
526	0.2278036851
527	0.2273116695
528	0.2266262141
529	0.2262742947
530	0.2262162753
531	0.225695026
532	0.2255608804
533	0.225278408
534	0.2250984439
535	0.2247171479
536	0.224361368
537	0.2240486612
538	0.2237259877
539	0.2233152068
540	0.2229195265
541	0.2225854955
542	0.2221221617
543	0.2218619379
544	0.2215634196
545	0.2207569322
546	0.2204710687
547	0.2203299949
548	0.2201008545
549	0.2197010083
550	0.2192509012
551	0.2189854422
552	0.2185790846
553	0.2183305494
554	0.217746339
555	0.2174388743
556	0.2170206821
557	0.2169078702
558	0.2167111517
559	0.216260306
560	0.2158874596
561	0.2154890177
562	0.2151656251
563	0.2149471603
564	0.2146627646
565	0.2144212549
566	0.2143294366
567	0.2139491508
568	0.2137507683
569	0.2136060223
570	0.2133672739
571	0.2132022716
572	0.2125161582
573	0.2123515542
574	0.2119794438
575	0.2118470687
576	0.2117002614
577	0.2111681814
578	0.2110675741
579	0.2108255069
580	0.2105123177
581	0.2103040639
582	0.2098612987
583	0.2096587772
584	0.2094915423
585	0.2091407363
586	0.2087452053
587	0.2085553225
588	0.2080945868
589	0.2078702222
590	0.2072933474
591	0.2069156998
592	0.2067516827
593	0.2065620571
594	0.2063390073
595	0.20601417
596	0.2057833528
597	0.2054062906
598	0.2048217289
599	0.2046027664
600	0.2044294139
601	0.2042082649
602	0.2037112271
603	0.2034328951
604	0.2032687155
605	0.2030339126
606	0.2028153432
607	0.2024529153
608	0.2019911843
609	0.2019471247
610	0.2018053135
611	0.2017300883
612	0.2016384409
613	0.2014349114
614	0.2013164408
615	0.2010299644
616	0.2008768572
617	0.2005507591
618	0.1998987219
619	0.1995063071
620	0.1993330963
621	0.1990154667
622	0.1989307558
623	0.1986534534
624	0.1983645411
625	0.1982390808
626	0.1981759133
627	0.1977395202
628	0.1973082326
629	0.1970586351
630	0.1968735739
631	0.1967216678
632	0.1966366514
633	0.1965298429
634	0.1963157828
635	0.1959093034
636	0.1956380538
637	0.1953820621
638	0.1950541544
639	0.1948361861
640	0.194392335
641	0.194264212
642	0.1940828911
643	0.1938727185
644	0.1936091162
645	0.1934821608
646	0.1933068587
647	0.1930438162
648	0.1927482967
649	0.192545125
650	0.192423017
651	0.1920325238
652	0.1917553064
653	0.1916946972
654	0.1913855553
655	0.1911793729
656	0.1909645509
657	0.1906891249
658	0.190349833
659	0.1900816947
660	0.1896720395
661	0.1895219315
662	0.1891280188
663	0.1889035148
664	0.1887083963
665	0.1885403572
666	0.1882769468
667	0.1880851018
668	0.1878791924
669	0.1877474102
670	0.1875228722
671	0.1871921003
672	0.1867573706
673	0.1864655774
674	0.186225268
675	0.1860907875
676	0.1858909737
677	0.1855901411
678	0.1854120973
679	0.1852948669
680	0.1849747985
681	0.1846949
682	0.1844205446
683	0.1841548204
684	0.1838008183
685	0.1835924873
686	0.1835000777
687	0.1834053875
688	0.1832534438
689	0.1828122037
690	0.1826537259
691	0.1825025802
692	0.1823059862
693	0.1822376479
694	0.1821123702
695	0.1814717194
696	0.1811545865
697	0.1808985863
698	0.1807685495
699	0.1806437283
700	0.1805087979
701	0.1802370393
702	0.1798400801
703	0.1794097377
704	0.1791394695
705	0.1785524421
706	0.1783598678
707	0.1782180084
708	0.1778822698
709	0.177536165
710	0.1771373319
711	0.176970295
712	0.1768933609
713	0.1767317592
714	0.1766353041
715	0.1763914846
716	0.1763268835
717	0.1759227848
718	0.1757370678
719	0.175256652
720	0.1749479149
721	0.174750315
722	0.1744194428
723	0.1741199621
724	0.1739268516
725	0.1735603625
726	0.1734478489
727	0.1732877464
728	0.1726841717
729	0.1723903627
730	0.1720146651
731	0.1715890171
732	0.1713723726
733	0.170974015
734	0.1708064596
735	0.1705154375
736	0.1704063229
737	0.1699572806
738	0.1696568118
739	0.1693081526
740	0.16926306
741	0.1691700032
742	0.1688143082
743	0.1685540855
744	0.1684214645
745	0.1682165772
746	0.1681080003
747	0.1678571056
748	0.1674580202
749	0.1670974206
750	0.1669014945
751	0.1667286501
752	0.1663591268
753	0.1661571086
754	0.1659150412
755	0.165761556
756	0.1656925852
757	0.1655938506
758	0.1654864203
759	0.1652173084
760	0.1650792452
761	0.1647846534
762	0.1645984756
763	0.1644567581
764	0.1641810307
765	0.1637963838
766	0.1635701691
767	0.1632420339
768	0.1630709639
769	0.1629522154
770	0.1628405234
771	0.1625067791
772	0.1624287507
773	0.1623620842
774	0.1620950959
775	0.1618742676
776	0.161717271
777	0.1615808075
778	0.1613182155
779	0.1612232199
780	0.1609409934
781	0.1605826915
782	0.1603132265
783	0.1600043336
784	0.1598167774
785	0.1595757004
786	0.1594634865
787	0.1593119338
788	0.1588899006
789	0.1586751973
790	0.1582765829
791	0.1579874372
792	0.1578270098
793	0.1575764198
794	0.1573072619
795	0.1572296884
796	0.1570148259
797	0.1566424225
798	0.1563136773
799	0.156084146
800	0.1558589277
801	0.1557149046
802	0.1554183845
803	0.1553325315
804	0.1551628795
805	0.1549177649
806	0.1547382358
807	0.1544700621
808	0.1543499942
809	0.1540003907
810	0.1537853624
811	0.1535284392
812	0.1533178914
813	0.1529212574
814	0.1527144932
815	0.1526144238
816	0.1524610465
817	0.152363323
818	0.1521860744
819	0.1520946227
820	0.1519036327
821	0.151758986
822	0.1516667179
823	0.1514934334
824	0.1512739371
825	0.1512045192
826	0.1510876785
827	0.1510123428
828	0.1507669826
829	0.1504480846
830	0.15025071
831	0.1500888653
832	0.1499636673
833	0.1497308751
834	0.1495606242
835	0.1494697331
836	0.1492223483
837	0.1489947836
838	0.1486112262
839	0.1483152205
840	0.1481220463
841	0.1476985992
842	0.1475456172
843	0.1473294578
844	0.1469372462
845	0.1467619975
846	0.1465659025
847	0.1463391281
848	0.1462833688
849	0.1461940169
850	0.1459951309
851	0.1458169385
852	0.1455331563
853	0.1452881025
854	0.1451899391
855	0.1451161842
856	0.1449916959
857	0.1446562052
858	0.1445195685
859	0.1443050783
860	0.1441857948
861	0.143951188
862	0.1438195063
863	0.1435514513
864	0.1433305996
865	0.143180392
866	0.1429433085
867	0.142579776
868	0.1425024579
869	0.142296845
870	0.1420627172
871	0.1417789468
872	0.1414611097
873	0.1411319841
874	0.1408947235
875	0.1408714534
876	0.1407545817
877	0.1405242548
878	0.1405009123
879	0.1403780173
880	0.1402126806
881	0.1400339572
882	0.139800743
883	0.1395815775
884	0.1395244785
885	0.1391600746
886	0.139049028
887	0.1389404331
888	0.1388574632
889	0.1386963321
890	0.1385164418
891	0.1384216225
892	0.1383139954
893	0.1381739985
894	0.1380473265
895	0.1378583078
896	0.1376381494
897	0.1375046524
898	0.1373434851
899	0.1371505147
900	0.1368657364
901	0.136795009
902	0.1366281207
903	0.1363189506
904	0.1359951871
905	0.1358966907
906	0.1357759699
907	0.135710003
908	0.1354163421
909	0.1353934348
910	0.1352565289
911	0.1350034466
912	0.1346764392
913	0.1344447475
914	0.1343112839
915	0.1341824003
916	0.1339704616
917	0.1337538304
918	0.1336189677
919	0.1334223976
920	0.1332006754
921	0.1329798312
922	0.1327248938
923	0.1326301539
924	0.1324670322
925	0.1323921091
926	0.1322359047
927	0.1320385301
928	0.131884781
929	0.1317578081
930	0.1314961658
931	0.1311902867
932	0.1310704244
933	0.1309707295
934	0.1308797179
935	0.1305406983
936	0.1303015245
937	0.1300842611
938	0.1299328218
939	0.1298130425
940	0.1295335554
941	0.1293344875
942	0.1291911445
943	0.1289886991
944	0.1287758937
945	0.1285483114
946	0.1282866711
947	0.1280329914
948	0.1278632489
949	0.1277860743
950	0.1274039471
951	0.127276949
952	0.1271559603
953	0.12692721
954	0.1268187245
955	0.1266260637
956	0.1263349505
957	0.1262541996
958	0.1260427473
959	0.1257932527
960	0.1256685422
961	0.1254683344
962	0.1253832844
963	0.1251536051
964	0.1249047303
965	0.1246677394
966	0.1244120312
967	0.1242510733
968	0.1241705957
969	0.124075149
970	0.1238706135
971	0.1237261626
972	0.1235531
973	0.1233517644
974	0.1231923435
975	0.1231554953
976	0.1229599041
977	0.122879806
978	0.1227033168
979	0.1225533259
980	0.1223437245
981	0.1222306418
982	0.1220751963
983	0.1218311346
984	0.1215946479
985	0.121307931
986	0.1211280624
987	0.1210036406
988	0.1208623433
989	0.1208034796
990	0.1207347397
991	0.1205290487
992	0.1203755223
993	0.1202996645
994	0.1200585203
995	0.1199647159
996	0.1198523416
997	0.1197470382
998	0.1195643598
999	0.1194475298
